time	V_out	I_out
0.071300	-2710126937383442575876035159576197065396472333687425464134539853160487247858914214815830658751038044425564359814581457792051828295128745900987521892272308224.000000	8213941530110443007371421129860756549002862164793026277854355969395574987688491166614833549895943234815123459899370353697689129262012078857863541922201600.000000
0.071400	-5550584313399553081398280346203127482505409071726029419129304407808526009762002591265749581972117909316495834690348795411240433897932257222013446215671218176.000000	7701557200213968390840991882820889636259745897986409177502554477348001642166739461950871992404173957990090046704332685640245241815395668002017670395330560.000000
0.071500	-9467818860693946813822374617791709741219367472820609255033186138908461887405219424390490327125105935997405695051795313490510176778179472171163954587281391616.000000	951313130765300823091221371246117074664374539454657919757161794177779393384364527681820492994395503908357724623197724576219625401504108129362038728163328.000000
0.071600	-13610933621559200451899656656623507939461335933837854435966432275859297582320805988444830561927967687258380836817726979292657419046176049744627785821017079808.000000	-18178738788952113926062783265658028369514047858889507181219315058676716639841227968852134778168374857814953276132244911355321588220278692353717135290138624.000000
0.071700	-15494918716177176365741603881586424308129301766521307936329032661530156424099813463759049511550218026378348324422526494777403031569241989640463566954907566080.000000	-57896562243628847974566043964303953070289603591364462904387432811315561308802838575073810771908911515211922526030925928798838938378129273497066332017917952.000000
0.071800	-9889351047161652113308677342151750720707933676510706759913174621599573090374059247089929178597865409205160164152200031798451485647888939602986422195644792832.000000	-126362994304599360972888488939028731023151753199941181472561041261835674567670995709560306871925453161358490119415800647986661666018249718559088154412843008.000000
0.071900	12315709829979172678585598978310838069013006847547554209970528062207043252091966200515092665955365501411802806405813657667721574104708020479384561748329627648.000000	-225942680426560746542299493723770192634862163332905863170279849537981013159825253882874696556385534540374872949714603606377174899982556148306652315126857728.000000
0.072000	64518647348004016628432726463991165615862160032590888630033658950708503646879518122815115447304365683135063179477195438226773523311073802503701501042105516032.000000	-341499126880704649827433415647283166619013531388139824029500364023595628252072592473415248338041294361126528117719592515601123188307243157486819866339966976.000000
0.072100	162547068509819267575171734636912521333098837280576304893508107423716375810317329753702667501166456325064812364539008972133949352813544181566674352508487335936.000000	-420522232539470179313451527825882594540459649702908988012831345171220235360962250129649967602926580129400613498460138765485890035164319265243484393050210304.000000
0.072200	317883812167967109498691708003558631461918612095223933417450016524125417121529683591054805985161865907440767614896737052003525479559914955419718703920338436096.000000	-344708901814515433893930239666857228704266146604217346138703112892409850088392477667146759821649260005005545692689498882930852054985138015143864038888308736.000000
0.072300	522149755115977555565735880471882552195555941821241398367596942231800862850979914126724259252667645100675381970947710681745434614430142791967612120153527943168.000000	102105976568010900531727998712201064469984390225132742449321818037167222794128003797337547646413610024427319466404779600679652876966978099987383850182377472.000000
0.072400	718440074629299448514206189569801340784821678689879392057806815563584606692023735873514018203721905161930754484334049847478935512119116269388918201509975425024.000000	1253734201747971830593496240929249874516058203211505959643728188301654269029113321045074553748638354052824712126361697096514225555789165321487226932043972608.000000
0.072500	756595480360680590752010369660711958354164845179931643969854864413979600585915900869534638888301839768082888291759606801342847415313523773167219695279168028672.000000	3534068233318160592988069132628347371829995480602336118284040171811147154968050914427351611065351301219797776291518936586477911579546824382258413380866932736.000000
0.072600	335579381903014687911367230882934285994134211629396590566552956239355870670050435859465140830784853451555073594596188553024656949255707970003583717776084172800.000000	7319101463226766335330289717961461423714421827952838655409645517476613213676752084562564004514409980615993153660256019291352955011423371879884472248319344640.000000
0.072700	-1049408680476306348313858118735160066922291015838070445446876978809444291889075393535348215709880229291989179463793458431401984727148684853956526677546116317184.000000	12592663590041446753194767774473420998253068234498606757942131457090210946935262906997174167768926003120984840814386292098920127504746564829201138776547524608.000000
0.072800	-4110133878600070699013104889169069512414328317379565827297064016396693465478315198116201100119863513199274261699579616257179397114582538337074380423572557398016.000000	18276810249491722757800393679293545671780393095033042222812113547975171074774349681971123775927930769897897380264666067868524778680071220287959230151640743936.000000
0.072900	-9630358463327544211034081444056575694250021604513576483885306570433285345818107913517711086841597655209630135272016055507273995829207042091936921468339463651328.000000	21137037741673899549710111697516775235001049360984157075267477277873770700652422304195846978279456903014023594506763818751206587884234296274570207049669410816.000000
0.073000	-18046557352562757848956429576712644521723005795621475055262162817491255396125764191055210053630221893904294790100075863280670978263646670316723790934818565390336.000000	14284439531621041866882928246809674010296224776660933903883190769682815529565895655699314364422999193415571163433627945643308699569422955014884644634027360256.000000
0.073100	-28541881151884984662003004831140221685992717470339774475926836009787869879979283368241872889332077506668957465200096573618567989630493992365473388144420041261056.000000	-14384780245621581167055470101486902026435642551759452493383961728026742321392293338417869539035949232778878377552311460436207074980048998246042208294800457728.000000
0.073200	-37437502413999253212645456492785790737661783531852653229727617040448570264297581189311480572461756102973942183958912907685303303039667917463396532101383045775360.000000	-82837520298895504893276022040244725586471900501967406666372612985314169624552994524766483967571490926110348058604497263674239467523289502081984687618486435840.000000
0.073300	-35778645024229044060344399803690051356631890703456166715776756922090957118572057962114800206370544867411828839834408537268477818892679639507323810815920622796800.000000	-212605767181537082726890708888636627624089830589726333202274818000795402749422105409952980522317413657303130971036321032147234919676239770358196200903368769536.000000
0.073400	-6393545621504272971407233563244446417298783829554733577072723236535969944041759067991624651508625685365336047196092570750310712056164403828995462365776185393152.000000	-420023215470475390828106012173242924517922106750554883934665752712695153595524476873675367891583154344444404261148626299898869880049029519080751244977738088448.000000
0.073500	78447313592551324330614902330567819102006397550221555505337093255322026890844776781556597058679250528777802268960040011159993333344611277234210296632767854673920.000000	-695857611850989740575038563169541154177250218229401695280548756986895472092048190230061682275248481216254987652652172322502564327998833869012499320796245655552.000000
0.073600	256104030058404102026626387404552889734945060009392187607929066404971699931862826478025664060294655662599791494834026252931624374159227468360036913905773991428096.000000	-967336715940042947469020538576708214065209820930924029223491171304682005691166288796190442177935807425336782624237906570077183991917291356137489972776988049408.000000
0.073700	564342525070248376461473070036306061189921721563552014576895049746535013772709030197270977382374639284361553138926389065478040698249490604057312640825223477723136.000000	-1038372100780895924961659761822228064733217656146761294965331488599898500140680752377699481739416758463755747626630341137208445939705947647958676661161263366144.000000
0.073800	1015812764845538912913806388561997560712775397517933124481522734245688535605163858761989126814819094314048570969875137626934409409709836941517338108804950759833600.000000	-511641069872605319769549307637003895442691219882189417208018685352361059776513132581255296585886940620843773887898489219855007507502696204515854187809325711360.000000
0.073900	1545659973087973269198291836661082520153624596581539372516140295749580442714603916750865984749827823949874752733726275661496209972629828970583751259455470887239680.000000	1284859854885223403556111083232217446084497882511458713420548747046096889875001372750475323343799606772702502657900983300789591074438140685096476114815939510272.000000
0.074000	1922005825440207593682743720899146992315497795985594739127191629438136320244602682171592335722749778046157955903034229182379882009709849451818914696569159319289856.000000	5308022208121767219556956628396598085893489626703072467242140002867050720556006038587551472192346449594337879971317068947933817384926075778860888458290966560768.000000
0.074100	1617003626014925190340651624801650199822325972114397955540876614614303444331150149304590991545295837101659612855401512438021227002980700550562464384418310214647808.000000	12629714891198311203531485271716979173224676047238757578271804278861358135443462562331520784293866704038533734314663684616442258251385788063450598436780275400704.000000
0.074200	-340435465478503104568829065877962224656438093462936887467171346847993486646641314159173536433708403911720636053502429099062582478102895837723510634234611385761792.000000	23892044252395035262446941973813551659793311568470670904276523151193790762640434558842767670539643860362301988759791810541795167360309999835666330987385786990592.000000
0.074300	-5459792795343513397968436238575488302506226589617636973810251296079750086699635343056303436179369500172549738030332459408210502349084946024816577150566188984565760.000000	38115331357061729545037710122737959559792530222683718050567243597103613957024139308180511543319046395787037059929720356506279343558342721674473303287147270242304.000000
0.074400	-15675400492791174823323684403697425015985977849646759137701871895860613124643638575993009968916193766238013432086416450433424032799235475463772727842727373861552128.000000	50562845131593025270819423594998128852011083941653661371313316626476552783599875290181826116608251924494923633234285713651841055527898468430383720949073122951168.000000
0.074500	-32740743433869396919685114876271375033944527530077003997574228599783004049127195082705807891285672304888884353246729403298763967509913969874894704859130769979736064.000000	49507538978857049560541617269108020921375922370101160642533268447335943633627113254620754869751550942750580673931567829074858824536237647321331532058485904637952.000000
0.074600	-56696790485243559009203558078200153876565308443048365846329367240098377412508071542635834493173783785909191131956140166388878357882132141816290387574767202852667392.000000	12239868686748092355557145899292081460296955399805375936288494352624780821755721635053260933557165915895287271643046492051370797218796104203815630072936182841344.000000
0.074700	-82870425830500930143742062114047376569264426141259962232188835338690169647627499082364213085478099636010882260063503996252410225812547778979928643870705822279401472.000000	-98228526894958506165388067332314111884555308930877802678882771430913490574791748392874366831785964829999214950020848818903481465889624831794953806152562481561600.000000
0.074800	-96935493490093340172739368613880053576734948398715360509478011651265387135443144794143230430910995449724214775336947242840804077851096788315904171249865665877639168.000000	-332268076684517836159355051394227777682536579970035550206942368134908180221283844459120783528960745468370081649868781872659377327804219942133176312769999760523264.000000
0.074900	-68102766468357780776042930422235250683753701307086905677943844726813846551427612561063635333494434960414588155832466404583765127449888517842195182819562164813037568.000000	-741884569383369499718921652461712981458894368778427769180467306326625904355285369360535734636812935202984623217479475163908355762106724748426000592634802385977344.000000
0.075000	58080366124695165098209647225108190976233500201796247175276133625978484109888901797616825254178846182081548853586646410213810186103253214005547039755392119868489728.000000	-1347443188723722332078498663995228377804082798384133961198778974870263719453424746493900237663598719055935601468883224290719886247792071807592194666394281366781952.000000
0.075100	362997849660760586843256443692024338154545026121114006369956108170872035340319272291977939658457654990587287790769921864850682242626853706504485410029799510078652416.000000	-2068594418916269431677385203607972980323190548472394769528753541940059690935038281973816958894596827091143546552478935529844241824464098404362473218289462356738048.000000
0.075200	945204124293634375783578044443404005140464553459546597631524736737432335831469558201699798001141517209391242667123458204209324287600525557904752480599423492667998208.000000	-2605220410612354995422432366100812967915071871899476790172243040782006812189964149271229939796430366599183559598438064527264980573820918516726169704912201919234048.000000
0.075300	1881793428293556795300712217840321699156366711047060877078130862284756098537892855958507410255418883226216785356075669750163335710382994155908912791689338732020760576.000000	-2264307908300006263624661584789143624825285686393321783042976134562422222089093604166083247622819602548700548845951165024582366134745481907975371706448177828724736.000000
0.075400	3137604837645041293020085315708074123341679145089220150098119910341667959347127634631424722217295634211671491390327560481815797319190598330881747537615819341389889536.000000	240902624624064620421671563806402364574670234732977081568988563571810103022277307455746215120543723640120700893399101152237867633114549020381798313987085749452800.000000
0.075500	4394752139867129616691274637868989384569347737666304758677259301445013926011657287660457341857180256037753148603913444947921730790650164910174516750675855494287982592.000000	6928143510107943905654127762788215280394936904200275662565061804701473842683902340306190557670744968806963309460373706131705047748134420282022767546530700927696896.000000
0.075600	4782535633539278836167150222989278155787883092913746235981120852433100339570564011556824721386479859411371059784584825781104807594556100708629023591932883193319915520.000000	20413966828648602820553535926226746608396820115623808737513415462967133715044347128889515206276741406655065467508822963371676382166774973756754716297009870820868096.000000
0.075700	2522349058212182503897150049438097337284910365786798422026130467537570625821685936081656894171304290856866416024755388167837356748767162760104628748847726076880748544.000000	43136311999760842991564633334369249566551149431515680903492365807350212538782460115058895986061487025388241385580136790427846731433549965708095684976410108754919424.000000
0.075800	-5413403834149584083699857697137733891585126532909380779590771177005651463508474957868859855840394851915957483242474734652061410275410159072502600505612937103415443456.000000	75351400870886808044036939932191681481890062410337132017099098256919681279267986756176802506318709746782248889505412223413276857349041071581458131367267842079588352.000000
0.075900	-23367197279813340201015826663819142975799296890054615715841992684338048013764417902220326801445099928522684149463123365952047493433017326133266453879063649542662520832.000000	111168101760712868813535071535260825638836668751672739705142298061961899159770032197973065644145581836172537681813932394414807072133739038888646813007014248390328320.000000
0.076000	-56263550679884118637354759814009945000809878615220963076562689073813519576286556486067940561753173460253530644573908807915238682397670723216072673094311901841420451840.000000	131966504361547367172419877924197029148351617787765792333381734638626737028309058543298574101776486046712606723498135744803473247126854457534917240826107165753212928.000000
0.076100	-107199718538491624450088491380024440569814780881575764558200979497193229099861926663472668191960452429888319503411926056292869112275146105264908611451372283226358808576.000000	97229839004422680366396313751381176113347391937830461117212143292991190278513082614810627883600820239462029335093668495888699723867295209445294445058766905089720320.000000
0.076200	-172122484388784605564284378015900052894703453088990046222464244801930316049217325414325043047230448051333582739550252679377150093470215371455286184801208194924504154112.000000	-65334258573003895054796131643577828396808735321452325295719620984082045300794747063122510705541151872988677315321428029820242090163571885514496871590862413751123968.000000
0.076300	-230228882348069209988748401115181630692893416873683674496112502640348369014553926190245942110807565742594209549126288498854510435898213560157426546352592617864469413888.000000	-464756679324433017492149605632316808971838534146942389583382272499811309918542894551931370473663138659891066249365194550041470365184357785985764853204302590833065984.000000
0.076400	-229333275133841058669809753401916495647716912103221574248262543166133512157229851585692963896802909791138779882266037399255287456582088100841029307126683217796186243072.000000	-1234873108794015036936606315513336253051620186980589435808311456839803071648978817506538243735681534814896162545711123094720234838734426507741380221261634173627531264.000000
0.076500	-67623575440855068669937319146283262922534852686332054702488873769754590117646295791296726392065721205890889112498078613669572332729043385396073795110820007876489117696.000000	-2484446458319111119604135012612818615091353593718206055363769197366801127575798269565147062491582765283611036291289822421041675126847646511205011642618314234204782592.000000
0.076600	421792946941936685065837591900673757696711012994386300257865857897520876636744083002263088095758874834956056945922123965671716598527897812803475276088119955584687538176.000000	-4178107943603669334193931074225579397570923756448025656957709074257758651005595926035929462659141749137550998890037462139707535303542073676047520638568092898403811328.000000
0.076700	1467979163085175406964082850763489715550943729487415391479324284821721111917000150849606722930010894437677778336533760417178625363653405271519598588104758518834568101888.000000	-5910690102226931903775676819030029166953691370850368564836221252623953142409088424250347053995126773101266302433631639422702207684242773032970680647573586991015526400.000000
0.076800	3311030919001277176668996879027694048328601185981620220588647759627582746574436638767624305185178190265111277474524531280070210098979009572066313171922417798599183171584.000000	-6546581493024652649581246239928495420626852919375432299609936507967639533345330284889550851974675134611084441994118827121733330277030980719279415546245901162897211392.000000
0.076900	6054498279631951440430126785189699700828992539563520639825931103719324873179259455873014751339295921198185028295629859068141094644328205327502721525117528456829746544640.000000	-3740213844912394547056603207649708228452159002479721614915198849165723635903610462099452736196582029472174720079799533949336970429355754851152326679038138039184392192.000000
0.077000	9356417113835347005785270026780040153181296080290126865922609591702704600533213364624439223554158219118401078771924063433538737357579884062231084223670775602723397042176.000000	6535690584583926203211334198294233721244847210585643497261309235411569995131484752899097179933524493110028488807309694431381191980520602150548279384424802468684103680.000000
0.077100	11893322039478426616222310343960406042103234936562297910263482465788310049123074962656599077076429983787168081487008813224188045198301101874992486019647533031835188592640.000000	30113032853772544457899124575060621007674239950088016560549221074627446206284589860908231580186749519891122525786109815442137888866008335906602145606334327758679703552.000000
0.077200	10575324378058489340291224165030096209917831391671334003270909874884307763135629608968740208362171100918825682874785936582679114679406696492574867376005090714396393472000.000000	73711432636293767253883892183452437533238793783832772475377484467454399511243742511920681286086466909778663982850728938444387919080254740421387786204222290877833281536.000000
0.077300	-374838930311675809988363789008075205523234195916947279596687096669334990655892254657082223589020702418856319726652606517870013688418997323330454790282864832884993163264.000000	141813003821599264951652205861005974924848116171766411784554709030088110672897183119539471514964542082302354497606176753788482763995053684557116858868386152716645171200.000000
0.077400	-30075397614108078564062931276428260961754915228096450490894754258596244750904543923032227557339287715636869067459840704455659391563530269586363419870305868240210307842048.000000	229665216771949714880607854274640196183995117483379524066759861266862353685481253642411369633415110078071306950463275344695747612600830785041644260790795074308143054848.000000
0.077500	-90453733447476033876571864359312667737312610486432324069117975614836350185552741320526196912592191227755302213354366835948253270418711071367060002653044487165276869099520.000000	310548898891693160977187707965643800615003142385440953798835103952794039514035773911086706537400874448555467551116377251133502017749152337641257397992464188861214359552.000000
0.077600	-192840476319693959589542860155422125853213093161647099673708960808121632229936799798823275601442906816912201035082415989821334856865635963366160370195129806616603083669504.000000	316196682683426678266965915201970066339638616783913720087497690158217954141317990826559790006026763002969305892802573489659456582117916170028726010860742860328866414592.000000
0.077700	-339064983678613878528862347665603913790229625451564199732350539100204060830122678495290976516681382993676205337953300570984919641628877006050048661708121119036502423109632.000000	112068617027872745322317076765038545514364296960071487171997679495400291207671535424226851646641419604064716352016512767110039405415958719927263524227271435596484050944.000000
0.077800	-503689688758843421601832421958435389199940403096368729865085541264564043922521578283686053155478436514771424662696792673385530568629422059735518251522309516172025636323328.000000	-524273879993485911731804172720157406778731020975148381171882204298675194482050802080308283956153783250621499751514990123020107108266434032012399985295398791285624012800.000000
0.077900	-604336667409718710525694399431803590429934942009626684672637741285316748984906554718576614348737246809058341551725179787230934253530445436417785234539934942591032225693696.000000	-1901298573237005006258470483583376774598922155599507024654814054537828934988269272184713693574158401398119990439711468296006309920440240151955755731346392718177403404288.000000
0.078000	-460039742739392223849545226172893849178015185408708271182891161676563148301750763454312977387724708284638691813184287890256519218926977586758387096611512103535178632134656.000000	-4348644905280381922227436835622571827389401830699219559249874458486612485820047381970220586908716304580127421664283199390200781934610448521792902156607679035717483233280.000000
0.078100	254244719719273883716332442567551641251125748143962293947853724186612754214607740534182663709236242079680749784410332290433442634452416845320844316391639867450252138119168.000000	-8024964101787693664454839876703721738433407778938657269340967280390250574530485559467036241107727123861566964607083624700731532436922672922298053136385511296065792376832.000000
0.078200	2032047540808074993757267693225372923990151530195101148685433347710152681178494529300855311188184380964180648009002077291445194030009476160699612424900393505905397517516800.000000	-12510890165989851506583872020065242324014207525423787708343443818623370460396911970237189745519722364893381085180126652447534944178096128422177295645453932826182346080256.000000
0.078300	5485169467392662418245621485900036114732888646437803171767128960141484880819587586202935699400655242447106202311470651704265158653142621169726850262682304204240184215076864.000000	-16096764143050029323391764398903036319291780593269353737064536139665956556314632845683382639920511659034948811148432955165125626033987636726595634456357717805830665928704.000000
0.078400	11124149275275036492793698957038768030048959968628524689660608485354551417740862930662909302276794350237990418124470150520102925306185015985672247168505573542333039536766976.000000	-14729805342054912835968330677208808723242553173151260300357612307288945088285039910434278369085022538499268508007960246518927249508860498927299549521694280925320323268608.000000
0.078500	18827920919567744010829840572734327241968545747129379872552546302757555148766989406734292301848914491590117922465754481155003701909299821096634064811213777500580556495126528.000000	-760622690682917555248544437863835871194543437019043754304623856555837495718659586753047567766076540161316973350819533992334219926293303440713563814292845779442393415680.000000
0.078600	26831351029946590434498842574859148986978543094946693682405362286054977653756453504576531093002855170353775362096322419449668040099909094326751325972328923340342686075846656.000000	37988823376739729349097130549215317512933545061304613690565058360083182836701136459041181601457449433566037586007016041094142272881145327309145867110442897337202413404160.000000
0.078700	30096742422270262194591365872389009805096951009177899401595836011988227861718504982896455022404469525977829773687838622108019697045984584476842105179890483854116515162882048.000000	117630485966257577712825194739660323344064167676756140795466491767560053214714630407367330791993319624666145735150450548335112106901846544290988294115505899255122647580672.000000
0.078800	18130700521912541983451531431746296151629879099875983511054941518111091394884811284187312975857696903355685389665630996188053012518726548999681139845844446186318635219288064.000000	253851086408231689128139740347414683348137076491674838007549382309048156421504011084747304600925619033594658032866035974957561509495668555947518954213898278277512844804096.000000
0.078900	-27200483929005505406512858757504467335048228255634605470425105302424024055894486813601858834890718643561422819347301849394127718058565967374197542154426757307528764882681856.000000	450280308167361098527661297276043092936348311858625786859618851321478273279134582057352388784235821791324937889926811369700054126664210706704952961113630734190225060265984.000000
0.079000	-132342416434291422694514301857063339409475613479903327658042610626635525772373241469053062228381320439589842157334802729047883829178367046404694361592327451403225169565581312.000000	675037825919867494355477409469311589467970462701016878628602677313445839668860665152913041344522060401748249839868460715408471266974472579764293765346899485767156161839104.000000
0.079100	-328117970348552054016004014840974921798255212906774409168434088331477416667504729418357940479523725608428963969181947914363126518408684797872543374097727854220069458554126336.000000	821223099548344621978107065107034536166071085930409437189944857837617493565722216954582993444882025347340732435869611420657496700554532549558568265213755845531172778016768.000000
0.079200	-635921937066354504472512676190828148312456143322470726551014319122846511758180062344550228218816996254010618248079956397939062217255955035807075559149974430869987767021993984.000000	650908431873243649838023030755929540899747098436867827022302979111557193962114127048656059976924539057013118079879337665972560643414475367919351801001735881426193382113280.000000
0.079300	-1036495334150928584910927385426835137621145233606827383685030877657483890614962319622260331710492112488912519005746176534487035173537470435656499662998208289212942549291892736.000000	-267111167094217989159258988172013279960349547562867171335243084093547459296498090569649839351693127506481480665770361187378130641650650691752700827196851782134712902877184.000000
0.079400	-1412720230235853469205524430156751916024484117842318383694323786351549164187992851780386628733235091985529548334631516275870183654342320791260819889644983162080142547017007104.000000	-2593420926009206275081488669223729837129690474523224838495270112517552344212890970486485728530714073971807014669512060056962335433561296592454509983090317455950831018835968.000000
0.079500	-1461057633248875714724548562539441103690423614272837107133145208818633471011147888354585649476519954647067044839520796748856062697315588386747078211267057559820529172119289856.000000	-7157476151089657827756272080552152771482301878110951798783334173346329374479437548802316097315355522006554320941928298982191703673196486810706045039446093188019862162636800.000000
0.079600	-578690782292229048110616790489808572560149562079818884096405649310685056421229319049511374638750996086633339808132214161950150594158606747832644562117759652526087734036529152.000000	-14674768814789192758193288387154294787879375382522958806342688106962580732121136264626957600870702879027303233393661000429844973471524498180021498310759056521175593157394432.000000
0.079700	2237431561500427196309540701486563497937895964899921290049088152349647387889182554692874271554011408290670636251375284477141016039614945477425322886741802176898103556035313664.000000	-25052105120474601875794465319237508420951600602283207195712828689742051311277381496354800261820573706980151119392274756406925407732198413968918343442385125711454594375090176.000000
0.079800	8388883278891152667410250501643076044666349751122906216049260122569011600025055151751469776098484800045111426340240345184632868646812690619605396083193648425971337507121397760.000000	-36048355067645353816285757732188747875956318942867303653176289549107737057512306322775954243506261504613690095411497105209991573757094529847420334762625161113782618469433344.000000
0.079900	19394325284188587057531547040946655989863523871217469652437281609103800377328479841520210256359418949938677277536985634736743103080654327965284107303831043060399695993398886400.000000	-41101736820567138759157327900326688520608255382046531089077478738586707946202092060571880343148550400796238261622737054127895889155276875999868135199256265163151426321383424.000000
0.080000	36038155990218678916264508888125175180433217252445151626869533373654102263559118016460250284623210060845772724761200510593830440232890646040170380412483555240563389080715395072.000000	-26385477991362066424365663593873575891617003945317174036171291730313063491816975614944213565916440987240474996662197983469294710772083694218571495228235815379880313909936128.000000
0.080100	56551028901010283669162053697698653701695988763976170452317073701281362318499883244618957112100518751951625922765981562967947254856126078002689654028168741691583696918571646976.000000	32203089910325619453808721875227022427631402769903093194268724281514449402414481854033215388511749246980957709188637923959866528984092000072749510180331187125577788128493568.000000
0.080200	73404980545113477704284594281103326031007608214490692973664559919288107525137555544971504418123588407826201885845618472487425058228718613181017202621304077481789450104908808192.000000	170144664648050705690195736766918055178570106051771571644527378628243500065009424337027253448737210400086104047260872637299200081356798339168526260419835568593247158782656512.000000
0.080300	68543583970566887208060699971186354544731083512029813829108685042160316457194047393779510527877052076818957081658099076730078083176689717250070523796056869735990738850928394240.000000	429412122855402373993988556079815468618022615065408491324404634946468749149208475737719519899396671158960360696141248085908660702234296066665835402399177158719910893762641920.000000
0.080400	7642551696761011267019122301809189132616970623265880147669296714015780608293701357701813417749144865451832491052024815267882347795999378616772324480666874280221968780390039552.000000	840593832912043023029086925086745975621788531294198450027859288471034792800925793529683309498768725858426329079229101821554265874925953696016616127696613026229081478568869888.000000
0.080500	-164296766952930948849770242522979770652524731460638282877959271727970749246145608615706570333671412146893979147302236563365159003330853832015066955413433283484177209431829774336.000000	1381886961183656163523319674824092350940239450300128465032205835515443444368066270766448887932244855401346319249937103476438022651601702913489459250034574547784595294692311040.000000
0.080600	-520646870096580565294279437336541923029956424591122351235117327371957586333102396253458546127101591977477141410514972048367892020006968735077383945752654634610560292342506455040.000000	1903281380771502275898020491597524664134625931034871211326863290111120242549245710273953897035151745281389156476777900031752726920955685184241997237428798738142338283986747392.000000
0.080700	-1134100020297552146169387635043187737540674277137211295444691934407038195510322407254682144272657777673590922965259658756599723690428745243458766503384645547886188906051625025536.000000	2008151264385816512587225939447359962306131587056286706556930312217367731011952749991854970007908597432141905092314510849896748620044950294160754228921022726798114371437330432.000000
0.080800	-2025006542168578557946701840299345900783008121438397187428202049426017380794411396524475473017126948833691849368220856351064290297387719613677554906135096934337608548767336759296.000000	900537429007051795704140146347057055499730195832851625001917912917916928005695547913324465976890063312238182683350798170902515660834564549421528195579982809166210433391001600.000000
0.080900	-3056371232448624650131617448109636973578646460676434679677071241105649879176859129360005550679099557939218390139319253646801689188751190574913541094400042425257341014398719754240.000000	-2755390307381414436811639297424586769868419322780180377802938681403375830708003310491493833317146741382450743701629423715256073667148039037078909870211956215660490626374303744.000000
0.081000	-3755819598597759689145363333657496274542047037205255073497607849819796263573138392167037274730005457153784635166668360238675481438142920874752835322196928126118785125525795897344.000000	-10844949317096099118626953981974912744492413885679186013287563361728974821213331368246979792092674252033810517611334687602101751182286929371294988514474610895566224214863118336.000000
0.081100	-3061379990285142950729919460677389023818259839272049487182889853371609213899265025265342363754884118661683951441972510336961977367509173439304442380471673875000539196593742544896.000000	-25447666804026502569719115482900053742518570125336887839939081613976520071911973640436262149334519567891254594533014423359732108366497293858621218360026603329781316696695373824.000000
0.081200	964642264601565969526003791755821833876869308347979860836547424796613178842865060403538038220422253384435704661171854739455635273953969561229560795780011134335736889840563650560.000000	-47730333536303802801645570438611619783479397342394119436546158522420873827183343677641749382193978957607181263230566648241991700376446328766913363767584934950561900063549816832.000000
0.081300	11310396028248845983004424044442856589308992878824538541183741394116680321798072984670665413281554482673576251091736813266953605877372596798417870248088565861290129845316195713024.000000	-75552120611907101063812187165374109175348821176559344980569829358021793095579645856734512172805504654750897259807162502199951815778801146442090422417815186951150853916404482048.000000
0.081400	31763086167499860370809458009917584058489740134512421241354285445917983059703274852614614652346892401816418942288845555433047092135012997268964224574683787302464644476213284306944.000000	-99208870935497360650099048137826197337047357142561223807187363140196217801075886790684585606923288548846383836210461313002414542587715937792487199816228117889205010318116257792.000000
0.081500	65666220182186767389405841857173258479194043452286283392589415684216415945041709929311226382019215189204553819437642810245035135372206031078808216399473723731834072762406196477952.000000	-95041319087891810211819581530284428846284771618091376774608471553766819334614083557195487135048374089270677337598482068063333971697939540889716860072338492819452405745008508928.000000
0.081600	112827420068075401830324359265071233995794372602298657633012965903995701230780620900102057397283030310514363213862618254367891670780187874952072035231592266476210965379692628017152.000000	-17637518138268387302752467462882515327444315652083908713254481614099324516295101887865195409674697450849431609879408397234554653000983436460139175324180398504168339850563420160.000000
0.081700	163513328041912682771352858860940382674776222947948417943701030098121403142892815824298325692649577514425943192805608482853821661221921415925160684231499493723649959918498570305536.000000	206396158167137641082811291579575940685611786533939600688305948397708858045649130861622730561724450239893800817839481553405323783206270079599657764543986465902237721524831256576.000000
0.081800	188644681774556078240386146815434442741447458287965816993756567603325847707580780761952275622886595280969108038224703548107001190074533242223684917911081755742626702804991063621632.000000	676046523775583754796749339269419556339882320650996257106963570106831158000592056220846438197999273982365479611773520956679700355080300407804011266351526900998455300787345031168.000000
0.081900	126403606727374496795019808776328483773175739231704488957684242418943309311707581675800555903931183594052329220528222686732958578416832008620542188844683443338618994771971442475008.000000	1491585354832315870793557490669775105210024330975608496929131251346967173694747791894572981062723222812963250849769271303349742039931560080788524392391516985459966291656885403648.000000
0.082000	-131675172726285534724960292838324380728528058514600084148979647083529825939398833369069176475282510151193690994180854560659898983294708607239538421715279478743511739212892368535552.000000	2687167048951212010415334277571579810832091325297280060863660822767300844797733348859736295455955150897090081275378389849411871986025677536643674542882677583499984252543166316544.000000
0.082100	-746366296560407374708760919953038525317124699255278281519076703007024428321644919525715440040023424369252495069804918609812212956418144343354097596301385193006670024025051284635648.000000	4092323178032626954858809132242790604143251381030047711921433436720187338642503775435072806037048870635268915658768344880118776580285754440193064481527526368495425829697958707200.000000
0.082200	-1909919582217374205679051650519192655562271302440606689393832812575391725534148977135156954176665997711463634639494696723945435947865950104094712608786890202901619246539616592855040.000000	5095095379802171214067715577314145563921605599934189633232875384545106364477016296990022708693830292709738528843149743640242191218914013974698320145448267818808249036614076989440.000000
