time	V_out	I_out
0.042000	-306389513093127691648395902106048498636298136795777982592784749493660601211527129489276403712.000000	-113722199926439787518767410497741362861469665991659607068810108770131048497174251822907392.000000
0.042100	-410359685230589357487909257324128229045813961774214772173269640868120072175916265584795320320.000000	-823110060491147834951002310740331092743363864633218641712991829617999342142067023617720320.000000
0.042200	-409861624807679459700494140491395121771008475135377105342173893110299496871770029671994884096.000000	-2192469859195177250738298480154166460647132394288380749750108091904900089700227494031917056.000000
0.042300	-123872747811883910681422380673397370942060331005505302446450965403886642802427226451183927296.000000	-4416641906208163399458164814386675300877586424868216525531850673848149085378642758290374656.000000
0.042400	744647337726531445766052848767483744456133939362138819774475286593255162097624060588147605504.000000	-7435111322196355331148274691695621572089310926313236375626616402341728970126624006292373504.000000
0.042500	2603898587236828169269603481892858732494789253733117850718697318936528152926923339948500189184.000000	-10530707278305475873270181943794102307802714919254232548750368888711412201921185102686060544.000000
0.042600	5882753681565813942396395764431874267046410767096715097551005620538409202327127704189911695360.000000	-11687610603836345774617540756587055380467984724728808409417861311865190881679358838387507200.000000
0.042700	10768819924684145634575346009331491809328570328390287140971615514148814489378249435130714128384.000000	-6736630394638607576483556138159514510421409132677162893857755185981970374388212308014792704.000000
0.042800	16659292892185596222837503093696778171336287352295292100096462096926365584054565091480333975552.000000	11488017118470918137587695189384329233175824877620735318782816870477345641217298851336028160.000000
0.042900	21207328030914816002994833986990204713594366883364970874749987432683045590012345426553570590720.000000	53374888009568595224910800759949615262075555093912190619340454019523261415051075222950117376.000000
0.043000	18923946375135883504507269337890372784664405574493874416091439406199654066756438924703066750976.000000	130916126413288221825803017755291915001976370983865898667019942018935007127147012272500506624.000000
0.043100	-465268971325886522868963777511647332580388370240223892568475574443876823264417001650897551360.000000	252163593703126780143840297679809633827144847483782473409637662738954811345991031855754772480.000000
0.043200	-53193213064196438083422234632749664301021183224343364912953918404760109891342809064882011373568.000000	408796529410652333535953105156789998114577711518283574379860958990242075569467241494229286912.000000
0.043300	-160522995468164249351790722397513265760804362246108363212297904782465854945505138868765283319808.000000	553475166408567768539563208971838190242413380783718710520162886749716481427204502780135866368.000000
0.043400	-342714903248351007126491831884365882407697046837094715676404607534030157544153924564696793350144.000000	564974238188580632643909759066680051820070753718795367574118243166434884269671357694894669824.000000
0.043500	-603215745891118462873975773027015085182270456207782766313946356782534254390514504893469911154688.000000	204093755289045472056332778609349415519437242876260872383532363885954182970992471571137822720.000000
0.043600	-897075172364302554699577238383337531154012046322637863220768955179012028745829349872798338646016.000000	-925047118261798130392215364355034741344307155961311260630035044434365992599184734256290070528.000000
0.043700	-1078138344544887812919116481634062719017982438465518366180526354073281407405755586199102127341568.000000	-3372108176267721595729107542739648444655940131722254895342308674835336732471134386150537428992.000000
0.043800	-824840118049482368405115315648323174493237344490644401462542546204367304266499329002297182126080.000000	-7725797337570231798775065113769422837443769388883356401783514356408906485781916534995865829376.000000
0.043900	441017611423698743788622717580641715548786980241290248626820740926085475778622658449730044952576.000000	-14272837586154716175635756248848736575797543150628647090825010900589588010831717389196450594816.000000
0.044000	3598282779965807956698914672790932410371128916769877453997528675330460505198532481881406250680320.000000	-22274574387035377422224943548488593855124553612494992367148410412723154825145359202591902269440.000000
0.044100	9738103602250605261526412850701859457926940921899199427017140596213277055994622007395113391620096.000000	-28699760920670412949249046009012952290019702885536916127358064629536243570038742377875728498688.000000
0.044200	19774763628328030316103401137886297314382919549621710479720242755459018410351816883573674238541824.000000	-26349395658067348732741016184118811355945243917918260974865567297173827559670777484414453547008.000000
0.044300	33503705902228762361969612887953510018767700437634377861515175212303200142430327338810981671239680.000000	-1620343718676051158254925009136806848233300752042934766367918575668877326982385178657404485632.000000
0.044400	47801154969548232436260742423831603984080139834983937595860765584913492583517881351145378814099456.000000	67166328753461342006229843654419161066897135789431025716421610419813705183749382283207238483968.000000
0.044500	53725317716555535797610098816625759752883217393657479408207476845697578413267177612372448213204992.000000	208731023744266945546660071247314637601819526858309730209815964402740427811140284674063864954880.000000
0.044600	32625236818398085850994067202060622306034345424081375478774102002432120623323857813775309862862848.000000	451115658827257896496224918002516292850311055830877860827884979033349241550377498288108802670592.000000
0.044700	-47763343429614774409945541183197321634536875030339543937909029793160432121788947429314828802457600.000000	801032188965957407369140994785154459358183024547890610462508160014518966791191994958898614239232.000000
0.044800	-234546442559862171409961824462478982475698812141800061259577860841920470676573743075439085352910848.000000	1202170341591317226952598007782540773822975953427063853623765336828884444003268130478013194174464.000000
0.044900	-582726281457996233972406263217846266848541204554837030433477312211998518456781616963985916093792256.000000	1464888383086178237454121482009503720237185886765411352706717236847019961378916602741700085940224.000000
0.045000	-1130713978541782499696187304565706485224359485860800820934565544259965428851285200325663219702038528.000000	1166430536144213591136267278539545154888529573358053385194222243973170581354317464162648316706816.000000
0.045100	-1844851164630905075492572900887512895756037078268346029010726407190241624007344604726059096453677056.000000	-460204500727698693964138290676320984021463180692908733862246722764702159937251998862714989445120.000000
0.045200	-2517663212242178920970213524355217957088052506749576585697462739038240170263555524035574085667782656.000000	-4591272239996899394148836903173472234015148687977689785062244380255032028192569324456267588042752.000000
0.045300	-2610174500677067675695746806402924088214419865611935991094332126154093752227089119917464483748904960.000000	-12705949082166166992181494664469771340359724276023753226620411096482281174985226903586584452399104.000000
0.045400	-1050674483841226862670771103932700652068494315842252097091884206403016998749063593152270493368188928.000000	-26085030801597256120917813362806472287359861104781551448569551484807242283425906172557522190204928.000000
0.045500	3945925898224364201629445378033425801131051522876604219760821707121832720886514637743339394973040640.000000	-44577080227264781091007622765202744118831004732593121611443348325698565249132459792209852875407360.000000
0.045600	14876953403164678143344076903487295957965651780623224792630807122925450435939440921836746430067245056.000000	-64217076414671163273817048651835486095639223880624560528940584885819674729857594838951803031126016.000000
0.045700	34454241574206453932054502538856214137424021527086689805430197554190874253528705060324687307689951232.000000	-73359096250580950090306864401723281816042772596080896704556903116022985716684151189918956939902976.000000
0.045800	64093320615663529294867301838650239963078852297243328073347421426057261149741111646060055775095554048.000000	-47428861460930630329831632783775929379829638561536939787975983026384384461970698271593464420368384.000000
0.045900	100679883676550623427033690459502004639738188052378607879451264406539182111336677461220546581048066048.000000	56455851408620147846899605239519558351729319083834910671913514903637714053772128286028742873055232.000000
0.046000	130868199498317589035138399347181676783322359019594284940318258471646602657777203630949622796601262080.000000	301490516198488184096830186906432369642109359061647251735796374680220900799804943712610816576454656.000000
0.046100	122586091747931697418515893175670040776107614217528569608784283868611670263156129555669508834923118592.000000	762564171110705259170152396394338730598185686823111922358903607647122923082228272038923627881562112.000000
0.046200	14796094328172840181293866672109292259062434446240084813129126667317649916758047573848821977522896896.000000	1494554469196420832637772211694476156973476776587506777534653167091121331674942468444106905664618496.000000
0.046300	-290404380784343017447044170661675786256821410322470720436693752340712429508472487361254602517283602432.000000	2459476208961211004089534421127038991093964782735139851850907631583760192818003618982867591065763840.000000
0.046400	-923797082978071869158422579587566925741444346515217730428318141749309909859932124637915760681006661632.000000	3391639712927922628131132900788968604328256190620935613525783016816002491350932565196959063308500992.000000
0.046500	-2015304141078920468028955665974374976870128835699510041841055427108218218717375009224671755345992876032.000000	3586837277303561203453521859535676836317256023128444392042113150470538546632491836656322390377103360.000000
0.046600	-3602271965966714500593481804981339739443583924872544448082561927870243137710299721800329386316886179840.000000	1630060281703871608662610992607992014150483398491451354575980360045646661320010302762477959377846272.000000
0.046700	-5442814510474487129245721046028402619247673752952018079487165008850501374525166948910037792125437870080.000000	-4855885304661862084949327317822833580083911262121850004304838040320722911129778019212984403617644544.000000
0.046800	-6699011118034296966818372694609486267603326977336712686629274533946034137575274295645314578952753250304.000000	-19230010516897375692861985925462169123953931805863799457932654794075986970690328540537249393813749760.000000
0.046900	-5484013559528311831126678439161122221589690753886731049709919855943004445493431072525141035202669182976.000000	-45205040252529715586671162904430862670156623987161693199063710289510465369342926054801023519695044608.000000
0.047000	1648697509945243642825798267372742166564016393426477891668807894976980864178747186860209595605843968000.000000	-84883218659378141636697506424523558546264504743650006000492855959961858979939744200998411503367356416.000000
0.047100	20019658693126221387932308080644244115476307664208874300578215138152171284229383264136427244333169639424.000000	-134500443842436884056629322280880047338773034526075679763405970348030587370529935050252221488237117440.000000
0.047200	56382108949103200917323179698171448619155958308246976737034597648886994982181336368869797095352259575808.000000	-176855598966613660424429186608656439722503258067083474370781496637986815485457408184669536435331661824.000000
0.047300	116719570795940771038692502540527938175335802572820482415464487597379025317545864533283897666070202286080.000000	-169927621343448845331742847687932620256038259350258024092542512862149009601224655898877066898206359552.000000
0.047400	200754313074134697514733183026940821680861183114987460285275252190171169162789661890110554106683904229376.000000	-32966612191561350623536880243931095021544594043559272107843858948404238923632901130351809975432511488.000000
0.047500	291269987728266330845549600571280294429639286228623250228427624138615214812408449278316412318739427491840.000000	364667407426493813204358034277073718800273149507850938905296947222509393617027797100651480512838238208.000000
0.047600	336660106067857754070192617581860233668166897963648839835918862427246277217392010051217776130405921980416.000000	1199397011501941456820028587631899381738091665000547421220955728896330444586232955928595728232194506752.000000
0.047700	227060772866560616859466725280357253327338790844482737303962366396218069082267148458893044009117943857152.000000	2650395364665359551518983140130550112237152197091647683836829632354198249616347390575130155436860243968.000000
0.047800	-230496272744322092819312425603896407145695105377494561101480649669469590175315939410769944484761170870272.000000	4779935744386543690746275383131564681331095542471597148768976096961939490029030311710148205923876732928.000000
0.047900	-1322356333134986595121051765536222518311479957322843840552103853304827319908235438134106126695138865446912.000000	7287195016410798904070636898584077860825512235496468323964841440885862070657388683450751495074421407744.000000
0.048000	-3391503767026815871315210354414418214756678776507000243085947041931864634309055899714900355893166902083584.000000	9086782874302997238789397829099778126927882644964646586019059743449154168472160463614273493761437728768.000000
0.048100	-6697710102101116515952646204474841336635121528424025057022492603208420858392560680208028820146268789538816.000000	7700389322769840995365169623735148883908098627666626245772458100160541944266429466838230708656317399040.000000
0.048200	-11092670420220303846091139905222340705902328515993809503991681161727187320347998253929558075595680527679488.000000	-1440430063209670841015462267444374401316964881426270502214340067655996430397278478199516817276247474176.000000
0.048300	-15414526832143422239499701585964290758034550975560007338967429365556389660110497541757110593884196043751424.000000	-25450428894841343106375313248298565770075879391080974351473848643660688301434407268516540992311143694336.000000
0.048400	-16535073659111226458241434434129321841731610933001135276455515398132229514631594723720692098696173609549824.000000	-73470544521082676977646136764426559342436701422000359626155878949900172519051121337680237375207017283584.000000
0.048500	-8118324241848686070302909697168553773134496581549707883700117053104979971088725929650674559873673422962688.000000	-153837704969907722894240121618676239612372420901207181057432081949821749705674088276729654945944881332224.000000
0.048600	20548562526111819976934942985532903920850712766046876218946731792147565957493232999418023196878507740233728.000000	-266899446079951687759411021900563310416577674001624178807497405035844318555568473758604140680906075537408.000000
0.048700	84714514845315034045277390540001100881708594347973505962143014761109176716125932608193830588162193991139328.000000	-390902094617188578883923761685438300047415835945188904773582036725295071240260197402701779269299262717952.000000
0.048800	201450165742777402290268051183728917397020115068527753598562249255372111550958437135584295531075415465525248.000000	-458727331158525506477263514697261217432060654153872428283975722277212120978282226633144787866559545606144.000000
0.048900	380955928793627811777438800336711900617371992232667408074339240143159426291265117663252013595821902693138432.000000	-325744067835151495530151823418432010131741175849540701354575654597518829386711152702921380944889715359744.000000
0.049000	607550913256629462190513695405367466049528918664183594728406218958286690917098347050505078149091957470658560.000000	264324074754603575636562609865702481930535954889768807682771788867961417302142895393794095219115735121920.000000
0.049100	805629611539683217802495917636745460134422818386795183101762723403765334333287844421344645842009172979220480.000000	1695257690760875902598172741656894504578500760554950851449908121184060410453796805219777372433792387514368.000000
0.049200	788129930772703002980904492552057517188105309320237479024927592688400676723333968947100954986225286189678592.000000	4433188771527431997636707854151505952480562666528356106058650300537516139816366782308685182240108499173376.000000
0.049300	192936407859780740255518332425796571880402838276387419696697273567086810499491754600346369307107759967174656.000000	8845869109508547497351357609852813191807891965575278305096140007826792504007804187085470765544878393786368.000000
0.049400	-1569562820012925337882168887155130136170697494832446821948999184841284412267377694757475543194536435989348352.000000	14776488152659270486195203141531294739604228613418287902804070250566626254813729525678830268379512323440640.000000
0.049500	-5301982360155663165263501180139411501328336018650124478943623859424133881635476671134746364776143058513166336.000000	20741870706377731255893290157513872540145109827327370061881224456968532793352070908340818840091028856242176.000000
0.049600	-11832364740715884844285545121442678849123086300789221057467465502902431918723584195945648385114066504686501888.000000	22659743314206194835409683071438192014776460337708355801395579180729070138895770496949159162052712069070848.000000
0.049700	-21483296573140471669985749124974415276218632771645025734348126350972409895814737215128567573259484798526685184.000000	12171323009093652274531971628446607325857350886005316721501131066515801358821567711048211392368592946200576.000000
0.049800	-32970362438843528214789205886687767615943802973384191298639391798961499650398181206182477634168318897462181888.000000	-24978467970932137636414146731763357907815396344902702682629301381847689220350944991517218997841452337201152.000000
0.049900	-41504165961084144444842333108301316298908266944618852153398275257722191795052773919717621743868307268077355008.000000	-109278265533688794551066942600147649953715782595934075490203607107389302715507692746428623028098734326022144.000000
0.050000	-36031263125350703092796491244217025832228513604286294190661939311358639475977724177812402383461773799237615616.000000	-264044193911169705603043723409558881492220070202358323926332408651275885273287657063209331197018508042960896.000000
0.050100	3964917637246872540153165797406781701908732936439635289435852564282940980120343102108697749585511193335824384.000000	-504136946616798611838113242450549078484346226103603317108291038584821315108890956277500911843375843259711488.000000
0.050200	110645497197932806566291679109093455373742028521314373797644817484462455260213164539241455119699712408626921472.000000	-810962293174700521160774750657554385200806748224770392396540033860149310351010180155536318369669122982150144.000000
0.050300	325698265441800914695100601825388231590013115268409554642590067210565982329183674014887721552939684654909227008.000000	-1087302273913195197601443407875363951046476561382820441628482930436991242609647067294604982879220870863126528.000000
0.050400	687927183107800659312244435149983934356557700746632636381054199768158404180684624776486002410944922523183087616.000000	-1088328142105191255227791009340518061373875119452727052782986695458839940664327311057700578526373620578516992.000000
0.050500	1201298539007966319553903917886837390634040836652686739986837096379164442411373453404234932591119508983410327552.000000	-335351599446351654301143711317038720997682314332750248617090500354267739995039637733518228690612519499202560.000000
0.050600	1771704513479276455246221998572513409107244542050171384771836924110745236106999365634143564801413511737642057728.000000	1957758940499608772238485172388007586956537751016298245455672418778675628932756016781691557351212967167787008.000000
0.050700	2102048281491556719845550515669884502927825583040779900415877307913893708760150599352140202692285752158806081536.000000	6872409348060362304252609502209597138985977800651107876177410668153067502625058630002853962677441530089701376.000000
0.050800	1546149784600464973868883813064656457010432365878333465472412450206589656322885732181390156377455459800566464512.000000	15546932443705506469171031132046551080746240213778588092850122908228506382842286881192002568094615785365831680.000000
0.050900	-1048565397587987515524035923960154592964991740960088584629864599398721052491817116233218542821716930378908827648.000000	28484910605605758697884518564492418664704505240796833574935728053231075359467181700360338473215782789436145664.000000
0.051000	-7419824022750854858358086558228681456890135668713274920112901176070384004602657538342720874089595530379180113920.000000	44103468489134432356374378401052704268307898124249874372706129317798105067484572497728221970989757790005755904.000000
0.051100	-19699639967466726378699825056369235083141614529969990762848153916348995057642848901520714891908671424948428865536.000000	56210169580779207780226240524972598608211223949609496328275257999199778682809109511292842147889342671650553856.000000
0.051200	-39618275283240208390565135513836668486410470428636371571177248955704482853181555535512606025036038905174639509504.000000	50300608969877199979687123915598692016798057460038921852524730790481516851564547119348647752807485845662597120.000000
0.051300	-66605183519981382161890581935953493576869111112253641451507784285905557554321495472391826542630836645786164396032.000000	-799583930700009141586371830259754474755976363827927866153414653079231522182765958717573080472469230439104512.000000
0.051400	-94190763334411157629199090062167462743456077705331582785026452773079860277123990635188989589117966381631049564160.000000	-140060122887348814049638266257744559469934912560229477491337676456458697763333864000298097866572992767993053184.000000
0.051500	-104257722455551531045280878767304410351437606125045272637611710973161086489907595558977322580260866772375955308544.000000	-423828456638631897260297788753089805620805086096999511228445706404655303585902480323604645374406272823368613888.000000
0.051600	-59400845012316345704154743933619392436649401714526962570489293357957177269980868752257945992715332425678055276544.000000	-905924830486842688487146337601281308229633600201085750721964207821058132946273794977236940210746349854044192768.000000
0.051700	104583142583977509107129768440889158133554137522749657213195491516248026659283495947028321852922581208156627533824.000000	-1595879609983445644142732538325315815905669696922916968377105290522532441378156259700861563525012709742401814528.000000
0.051800	480634370740519602479084139418713239396650165600630539929485153714445034229558163999335883042598982678264351293440.000000	-2375422819173146179057835068257916624382512991337286405443542490036503032948110526198154946329929235774224465920.000000
0.051900	1175778445876808537427183438463721803828128179330471407764171932162141522588832905882567895956364486281610678763520.000000	-2858740475446947058468729348948475665048846794180462551110082868846351931736034733776672994887478798047078514688.000000
0.052000	2261257064043594578430287705814637882804622986416900599851903745565676761996657148512730997236829933342813975478272.000000	-2195914843691271406203702603669986113877203392933114817160247548688857253161155369946298602266450994465031061504.000000
0.052100	3660929766497440950570120714061573700315249955076625384965607623907700610120048939383207008937421567280386425225216.000000	1142590595759172527582946928089429327791061963548757031625762379532248887970051061757472630184376160261047844864.000000
0.052200	4948277461754883276297120381859325786794327658666822387750159541164666258113937880478934306334475301143502731083776.000000	9483646731645002258739710116710798192976669066996588114742246868055557676735490701279586652644223400160996098048.000000
0.052300	5034300001726709167646167046104596784162625568232714353504034468936723528087622356178580126001999309885311551537152.000000	25719837317579140720339321758421218977232526195788215960050461135329902424571808772422854087227031833805353648128.000000
0.052400	1773625561283849172603114360107459891221772833078047179112003235971984781884981377947736784621220777772751278571520.000000	52282860644663445977889476302257940838162186105693564804818851288435168341426144672003797181706880631268249174016.000000
0.052500	-8379626422486106498630503588758967650030092014522824349838318427285577318970051525439265115622247851667092624375808.000000	88654701800252842449981178465661892502637743678721030503101236262722648771520738221923309538649224925159788380160.000000
0.052600	-30340866973574673768752672576115227158308291274401060450075859737021475587545450783715817736590738066996586390487040.000000	126606335378564843537158566361466540749859414410091920636392690372774612767979994588888421553016971132349957799936.000000
0.052700	-69359214749765151949965237860370965150298049873272275772607770991651684790820067244227496150438444280840774102286336.000000	142525155461887360915947286896262073330994283065373742173108214175459153440093357037094628523904124434418256314368.000000
0.052800	-127951628283393912262173359491459757368093795107350593524065565679672472166682336801734445111901258849899068570730496.000000	87105013563556310566020546483054866721247850478656572529248919945533516318613186509338254451946637505650470420480.000000
0.052900	-199411684560548988844489882387322662004431749960789946986417764690789233148222612112320061688861632571753094635847680.000000	-125020245216291872575835189978167080953138064240961235982147073040573003375524417124192326684031379094317205291008.000000
0.053000	-256454002040716975096350908082880188804032479864892976611390556214890677914434022091909470628107934944637044519862272.000000	-618598907977618170638169977099089541639616069458223829950478916666871109134964572497673281211944927175405215940608.000000
0.053100	-234435063729011973462038884744428081507296097803301067361467822586382150264185358494738050258026826619501561132351488.000000	-1539502396381789832833050141752114613417508461485895446628253145006850978134767719397303417461537450491212107612160.000000
0.053200	-11386674369893995352693487518076350661289277621115935497300931572879590008872774938688432085364026609257167661826048.000000	-2990097776889183288641503362942136897883618745400977578777098050712414663852231855272960915617575631060433922686976.000000
0.053300	606805914827896707028085833443420494229776351818638977762905123755994024103706116888395906361694014672401652200243200.000000	-4882631125715537649200904792464584817170090155803191763236475635167668191885586829807753207395920867460603239727104.000000
0.053400	1876856530530258173445584546975482899456795282741360516238539180877365000681550549037378482383566295477184381623205888.000000	-6670096590062967154519045309265710857009369779990070108007366905807794566920600469849606289495393714325742357053440.000000
0.053500	4048483541180985486840112411343425769194441492392330747092994816787563664069535850895917747236323676771333225880485888.000000	-6928789186914288239498921939936419380849375364906406135040808630806931940881777733373249244187494598305905194827776.000000
0.053600	7178849430613547411078809576031459979781311192896681357243866673451533267114759031268422501530321857896675104079740928.000000	-2824941717942005059098062698791288670502533296491737326904317367620423922929889649976774026559845211474747463827456.000000
0.053700	10758566217940449416701859286427954839436820274373477252734500650504729282337539582374761447666424857429570919644266496.000000	10365406022122469940218267993780704140643708199796877244501377243481622677596956410565160395443034702478253240614912.000000
0.053800	13081842554140130847410559172883629634498626863321628697407473706886349255709699583155261100915077365947937782537125888.000000	39257464406658288265206047257829110794586153314850120688581814915377552694807812933175153497141674538193855134564352.000000
0.053900	10353971866978048767806615376006423818914519088875250234110623136583407299762409011552572429254709758754093518452424704.000000	91047218315278342444337816610378441592426382607554792824744981510724558531494916470261211774602597617998815031197696.000000
0.054000	-4300043670797442042209334784111123488556803118670223366734819199758717330743851655748111715134461433531410565386207232.000000	169522504485198330644808971838764864941855652904718349403920506932543578992958332897658029029214200645990058463068160.000000
0.054100	-41408916968046057315841327212990840188704796725867828557194253934342255995592113810701503742622298715791363851746803712.000000	266515645474285954667646774612588426840360477606212780567857327123834177322920974538445862617861707369839940910186496.000000
0.054200	-114186725178541567184225058182141017129127094853230867018862122309625626918980748154017488183096024776946266531113730048.000000	346819346878952206243239388905339313718602820827489667038313276522986498158203077438804472634291844209924114061721600.000000
0.054300	-234018557936048907367551601206565771329936118851518705232380685675374610941207585109944664273667362473531520856040144896.000000	325692427889669183331899297866199486644496685785385036918594877746989714519069480458755992896988623318903654736461824.000000
0.054400	-399378879553083690349121044253087915477804544559547144966578325921772463425932191062307082606264564089238018955522605056.000000	41711532953944124285822810885370808064869963622257342813005684033323669730339740662208076640408571211051082820091904.000000
0.054500	-574476648732273756846469439998467557543363731306434194324357850526530957405253451614236710235628182625283406933046329344.000000	-764258091352099142146457446104381315974346948616948460512977286294177605033302494934957657475247424258772546554429440.000000
0.054600	-654621483339033913063004520774235258015109919224383882424704287545529031235537526838812294678376644254867340450984886272.000000	-2438745749972732819760064292317055358756400521245240969132508722574091121568728456563827898685754558360335142147325952.000000
0.054700	-419308403485978724907094590193965521305628138426191305722908025211530729331768001016101521001189336658377812727562240000.000000	-5326756600662013878051890429156455112110400536265805239067085776101107311986571911216308273074646208679339165959061504.000000
0.054800	515720720199449711827476537092236993370494692551752169801944650124175877810462119501268919613219053954384548930936373248.000000	-9529538650004898721621370230698860762196688797578807191551130547881277188900743504321159045273726232807930926861385728.000000
0.054900	2715924905700243477090168671883370012881387937966160314758252966994840879457050418687453511605988858353942505596376842240.000000	-14411082139175774446888856654287725190659362754399342724361970061841308832770749593125053394525322068853219253748236288.000000
0.055000	6849869062070300622593359787450501531714256074562242500083650315294189287744985714603926724434340455605205322297086312448.000000	-17759831589285137524302949143223427468423404137709333467971222893944280141828663742346700816902604535573129645034307584.000000
0.055100	13403946085700669403305361606677647106171608186751987758655167311768935715287890721665000214299770842006219911366988267520.000000	-14589165786608557230393761803532752872489080004246941570207180259027870970994502414795642723018581213134902759960608768.000000
0.055200	22028333160286073274431155696826519494829921568306918771946430635556558159838568739486874087843794299504449656268253036544.000000	4217493275304140079283111838541567484633464736388747594093116669384914779059999166216066093759377116692954929162092544.000000
0.055300	30328160878050249654373434304906802490424001658159857962500642932332612998926431321074030046146636022564375438923833278464.000000	52745787322965227970264187228780612099034331440051544578167939857205752166399672195331669564898284254383591259329527808.000000
0.055400	31976188884953426488719013321277717345736163227589853383455294480061244896768690377386349412403250293983724462159930851328.000000	148895572895756598883461701396307632586166962524043943486611738839281655964424088422709133541085705129025200997953175552.000000
0.055500	14279689900401388428717403176585203730478924795072447186661093716422143206671248849113003582121101551487829133561178357760.000000	308572366132590927836089003853796131956119844093231762699085454572905913469729919623501440036178130697690095243088625664.000000
0.055600	-44056348918721140839178019603841579368616158224935701601146914970072749701020101511325178661028467339007911803343249342464.000000	531179448924629958810639559141237890838536942642706827062439300451322118068185948863993772265068298071587289333388804096.000000
0.055700	-173075546160819560994253902350907562049315129695343957951303695797962744847671863755422503033358203366201436689433731530752.000000	771382544255188309246012368390847093952006591501550170970451775207797052968707313452682017568423277259137185420406685696.000000
0.055800	-405895053780992090240981451772318730406910479340660662361919074472180661999030234463772567657242024041467411783212154748928.000000	892922579912974123714540316400070798450023293357686427953109301833095705865538940541571809726656801683379311213929299968.000000
0.055900	-761043530338275676960084773134507595307563607902909929460984532335513961890727896764833549863554869097482207347157535555584.000000	605384496981517007794210406512244441975403059065455642471412218348454878169085942112900120433390459640848868166932103168.000000
0.056000	-1204266771517040214462985623351483097958016093253293198208728404144790987156452899372265590130118516667333566964443314651136.000000	-601757547276443449623608662768396214720839396743168839306022709729702420856407714541269618940756408669207069877778513920.000000
0.056100	-1580678437299881586668442429554959205886865305225365212238765593247143293147860550738684990990458958362013167720107742330880.000000	-3486745121651388177802640656995202625164743274402731686120135578935305737985373953873024994580104354481450375085784301568.000000
0.056200	-1512889219164127934499178677588242085876890502410557171864470240987457227390539080261312821106106062699312508476778268852224.000000	-8959040900391591926119057214695226113289939692792431549527390587806591200686716873193213536400073973969992466091296686080.000000
0.056300	-276792872900934479884593130780393898470912019200232221524087447535407589816352958842239873898152857122875185015090241863680.000000	-17710294003061608016259810665582199264738305279167634809134342620207503431170457104886816518328164045612066312894065672192.000000
0.056400	3297521347361513120119102240891947429516041284546016259936828223250044381963391720364228885038980003180988765349140196491264.000000	-29355879573518731877678531997530421518929568490184085551670130332858580942143353362515787452702303856502221650860896681984.000000
0.056500	10787296819911889015147283547102397378448100749049228519499725033499654275333988502719270872282476558982187707447848621572096.000000	-40833468166631451035014386705380997997838448111379738910488581935072327999291865158150084866527252947501356730029136936960.000000
0.056600	23788976362923409516403264838146532001708365293768797106273743475211283271735191971898456938929663919644408427285513454485504.000000	-43880850729292987774819091884551569202929558577388915380941603700890079856204601657535448361437803057664195829458928664576.000000
0.056700	42842893749410910266573195435174172141398166623234640284313050399761452538138906852809365363204328582827941466398527049433088.000000	-21746015012344012754351051052927129522059646246047281933148589531510821183551706203910835913778228065199000283616666189824.000000
0.056800	65224519272570483711312170906977842952488433596381333513908073556214611167832365073109952203710704020363676092032822202597376.000000	53918754249547032238146455505958288733620649319396127946066444670360997252460306726203748024119575100194868909566827954176.000000
0.056900	81168328500819289006920880613982458323518982328468687877431429975630453857864897988267806435206868495344487269697003771133952.000000	223502390806702596122491188756406173756111308676316396651862032111451946846968617294379392375225136095543415500604337815552.000000
0.057000	68425467291430959851747451977805103343307806038332786618648564892298549662498120088382989478451828324564129517880565020229632.000000	532292069437598649693152406400083486606584221508448007705760242019210182403265282155738046793632553129197292322007757619200.000000
0.057100	-13958102469972575273582529744263486967358286300922300014228535382683105949800161088993889580078745090412384894358363234631680.000000	1007527669693246167197927642799705906167391566798585810839285074512142767342645761767569538239993987176728839758471965442048.000000
0.057200	-229675576351887578795711611839760325050791995381352187640986234400252791117043558814865575834054806861401015872031610009288704.000000	1608153083105748572454153467667821230223596979892608290493089981636239330893335920966662110673820494568463422703861957132288.000000
0.057300	-660405625478872064401551020656981372129730034697799116276078099678673993508322727459505934213989089414662977515482997933998080.000000	2134757975980410535215858328737374856808175051527904191221577193812609672094954954820437254274205507962460288704577049460736.000000
0.057400	-1380315881090988587592180846263758236457196711294384990187403344043948538237275826975061771607608175406197195747952290626011136.000000	2093136657887185927373165553313795801644008359449341422019036153883127978366758124536732921693369619616854784565695855198208.000000
0.057500	-2391517635272064804067044324162047697161611953163888261133059350282560705524098703603564381701429903391889298663388375888691200.000000	525688983460450863795843834076048828791259245775141817929795657937525934423284929945226419336966951503455314063275310710784.000000
0.057600	-3497501854856354841053684645774489086716543967646498716564908230980591314847253421934518164820436292986843811320517899692539904.000000	-4128083808693569816550949654855477380718805666096967899367151947277644722101498608813029907796807800146419565039474742132736.000000
0.057700	-4094776834235343427036637165807196180775649184137868187964219037052720384420814301015667082067221472982082890496131258101268480.000000	-13994598386744463505389932537249205128776878403214880832285048061539372660777041113508582392314574403910193503745144812208128.000000
0.057800	-2885392517928308439319568996215084270208994462753289578500641412832471340101094031678080439750484735528086533553898655775195136.000000	-31272007449783399231461915880308215390305227542422152050177073801420549726110969835470818069917851968619144242000960046497792.000000
0.057900	2427362151639772546793611580415782475630198031868878935547304389225660281456592058076114689788078118584498880327929496747376640.000000	-56828246518248666450468511186307270299988763059972201738864875316125368798838820458579864868827108154541239590727284093353984.000000
